english,tag,definition
sadly,adverb,1. in a sad way 2. unfortunately
safe,adjective,"1. protected from any danger, harm or loss 2. not likely to lead to any physical harm or danger"
sail,verb,"1. to travel on water using sails or an engine 2. to control or travel on a boat with a sail, especially as a sport"
sailing,noun,1. the sport or activity of travelling in a boat with sails 2. one of the regular times that a ship leaves a port
salary,noun,"money that employees receive for doing their job, especially professional employees or people working in an office, usually paid every month"
sale,noun,1. an act or the process of selling something 2. the number of items sold
salty,adjective,1. containing or tasting of salt 2. funny and sometimes slightly rude
sauce,noun,1. a thick liquid that is eaten with food to add taste to it 2. talk or behaviour that is annoying or shows no respect
sausage,noun,"1. a mixture of meat, fat, bread, etc. cut into small pieces, put into a long tube of skin, cooked and eaten whole or served cold in thin slices 2. nothing at all"
save,verb,"1. to keep somebody/something safe from death, harm, loss, etc. 2. to keep money instead of spending it, especially in order to buy a particular thing"
scared,adjective,1. frightened of something or afraid that something bad might happen 2. to be very easily frightened; to be very nervous
scarf,noun,"a piece of cloth that is worn around the neck or over the hair or shoulders, for example to keep warm or for decoration"
scary,adjective,frightening
scene,noun,"1. the place where something happens, especially something unpleasant 2. an event or a situation that you see, especially one of a particular type"
schedule,noun,"1. a plan that lists all the work that you have to do and when you must do each thing 2. a chart showing the times at which trains, buses and planes leave and arrive"
schoolchild,noun,a child who attends school
schoolkid,noun,a schoolchild (= a child who attends school)
score,verb,"1. to win points, goals, etc. in a game or competition 2. to keep a record of the points, goals, etc. won in a game or competition"
score,noun,"1. the number of points, goals, etc. scored by each player or team in a game or competition 2. the number of points somebody gets for correct answers in a test"
screen,noun,"1. the flat surface at the front of a television, computer, or other electronic device, on which you see pictures or information 2. the large flat surface that films or pictures are shown on"
search,verb,1. to look carefully for something/somebody; to examine a particular place when looking for something/somebody 2. to look for information on a computer or on the internet
search,noun,"1. an attempt to find somebody/something, especially by looking carefully for them/it 2. an act or the activity of looking for information on a computer or on the internet"
season,noun,"1. any of the four main periods of the year: spring, summer, autumn and winter 2. a period of the year in tropical countries when it is either very dry or it rains a lot"
seat,noun,"1. a place where you can sit, for example a chair 2. with the number of seats mentioned"
second,adverb,after one other person or thing in order or importance
secondly,adverb,used to introduce the second of a list of points you want to make in a speech or piece of writing
secret,noun,1. something that is known about by only a few people and not told to others 2. the best or only way to achieve something; the way a particular person achieves something
secret,adjective,1. known about by only a few people; kept hidden from others 2. used to describe actions and behaviour that you do not tell other people about
secretary,noun,"1. a person who works in an office, working for another person, dealing with mail and phone calls, keeping records, arranging meetings with people, etc. 2. an official of a club, society, etc. who deals with mail, keeping records and making business arrangements"
seem,verb,"1. to give the impression of being or doing something 2. used to make what you say about your thoughts, feelings or actions less strong"
sense,noun,1. an understanding about something; an ability to judge something 2. good understanding and judgement; knowledge of what is sensible or practical behaviour
separate,adjective,1. forming a unit by itself; not joined to something else 2. different; not connected
series,noun,1. a set of television or radio programmes or podcasts that deal with the same subject or that have the same characters 2. several events or things of a similar kind that happen one after the other
serious,adjective,1. bad or dangerous 2. thinking about things in a careful and sensible way; not silly
serve,verb,"1. to give somebody food or drink, for example at a restaurant or during a meal 2. to be enough for somebody/something"
service,noun,"1. a system that provides something that the public needs, organized by the government or a private company 2. an organization or a company that provides something for the public or does something for the government"
several,noun,more than two but not very many
shake,verb,1. to move or make somebody/something move with short quick movements from side to side or up and down 2. to move something in a particular direction by shaking
shall,verb,1. used with I and we for talking about or predicting the future 2. used in questions with I and we for making offers or suggestions or asking advice
shape,noun,1. the form of the outer edges or surfaces of something; an example of something that has a particular form 2. a person or thing that is difficult to see clearly
shark,noun,"1. a large sea fish with very sharp teeth and a pointed fin on its back. There are several types of shark, some of which can attack people swimming. 2. a person who is dishonest in business, especially somebody who gives bad advice and gets people to pay too much for something"
sheet,noun,"1. a large piece of thin cloth used on a bed to lie on or lie under 2. a piece of paper for writing or printing on, etc. usually in a standard size"
ship,noun,"1. a large boat that carries people or goods by sea 2. used to talk about people who leave an organization, a company, etc. that is having difficulties, without caring about the people who are left"
shoe,noun,1. one of a pair of objects usually made of leather or plastic that you wear on your feet 2. a piece of curved iron that is attached with nails to the bottom of a horse’s foot. A horseshoe is often used as a symbol of good luck.
shorts,noun,1. short trousers that end above or at the knee 2. underpants similar to the shorts worn by boxers
should,verb,"1. used to show what is right, appropriate, etc., especially when criticizing somebody’s actions 2. used for giving or asking for advice"
shoulder,noun,1. either of the two parts of the body between the top of each arm and the neck 2. having the type of shoulders mentioned
shout,noun,"1. a loud cry of anger, fear, excitement, etc. 2. a person’s turn to buy drinks"
shout,verb,1. to say something in a loud voice; to speak loudly/angrily to somebody 2. to make a loud noise
show,noun,"1. a programme on television or the radio 2. a theatre performance, especially one that includes singing and dancing"
shut,adjective,1. not open 2. not open for business
shut,verb,"1. to close something; to become closed 2. when a shop, restaurant, etc. shuts or when somebody shuts it, it stops being open for business and you cannot go into it"
side,noun,"1. either of the two halves of a surface, an object or an area that is divided by an imaginary central line 2. a position or an area to the left or right of something"
sightseeing,noun,the activity of visiting interesting buildings and places as a tourist
sign,noun,"1. an event, an action, a fact, etc. that shows that something exists, is happening or may happen in the future 2. a piece of paper, wood or metal that has writing or a picture on it that gives you information, instructions, a warning, etc."
sign,verb,"1. to write your name on a document, letter, etc. to show that you have written it, that you agree with what it says, or that it is real 2. to arrange for somebody, for example a sports player or musician, to sign a contract agreeing to work for your company; to sign a contract agreeing to work for a company"
silver,noun,"1. a chemical element. Silver is a shiny, grey-white precious metal used for making coins, jewellery, beautiful objects, etc. 2. a shiny grey-white colour"
silver,adjective,shiny grey-white in colour
simple,adjective,1. not complicated; easy to understand or do 2. basic or plain without anything extra or unnecessary
since,conjunction,"1. from an event in the past until a later past event, or until now 2. because; as"
since,preposition,"1. from a time in the past until a later past time, or until now 2. used when you are showing that you are angry about something"
singing,noun,the activity of making musical sounds with your voice
single,noun,"1. a ticket that allows you to travel to a place but not back again 2. a room in a hotel, etc. for one person"
single,adjective,1. only one 2. intended to be used by only one person
sir,noun,"1. used as a polite way of addressing a man whose name you do not know, for example in a shop or restaurant 2. used at the beginning of a formal business letter when you do not know the name of the man or people that you are dealing with"
site,noun,"1. a place where a building, town, etc. was, is or will be located 2. a place where something has happened"
size,noun,1. how large or small a person or thing is 2. the large amount or extent of something
ski,adjective,connected with the sport of skiing
ski,verb,"1. to move over snow on skis, especially as a sport 2. to spend time skiing for pleasure"
ski,noun,"1. one of a pair of long narrow pieces of wood, metal or plastic that you attach to boots so that you can move smoothly over snow 2. either of the pair of long flat boards on which a person stands in order to waterski"
skiing,noun,the sport or activity of moving over snow on skis
skin,noun,1. the layer of tissue that covers the body 2. having the type of skin mentioned
sky,noun,"1. the space above the earth that you can see when you look up, where clouds and the sun, moon and stars appear 2. used to refer to where a particular person is imagined to go when they die or a thing when it is no longer working, similar to the place they were connected with on earth"
sleep,noun,"1. the natural state of rest in which your eyes are closed, your body is not active, and your mind is not conscious 2. a period of sleep"
slim,adjective,"1. thin, in a way that is attractive 2. thinner than usual"
slowly,adverb,1. at a slow speed; not quickly 2. making slow but definite progress
smartphone,noun,"a mobile phone that also has some of the functions of a computer, for example the facility to use apps and the internet"
smell,verb,1. to have a particular smell 2. to notice or recognize a particular smell
smell,noun,1. the quality of something that people and animals sense through their noses 2. an unpleasant smell
smile,verb,1. to make a smile appear on your face 2. to say or express something with a smile
smile,noun,"1. the expression that you have on your face when you are happy or you think something is funny, in which the corners of your mouth turn upwards 2. looking very happy, especially soon after you have been looking worried or sad"
smoke,verb,"1. to take smoke from a cigarette, pipe, etc. into your mouth and let it out again 2. to use cigarettes, etc. in this way as a habit"
smoke,noun,"1. the grey, white or black gas that is produced by something burning 2. an act of smoking a cigarette"
smoking,noun,"the activity or habit of smoking cigarettes, etc."
snack,noun,"1. a small meal or amount of food, usually eaten in a hurry 2. a thing that is easy to do"
snowy,adjective,1. covered with snow 2. when a lot of snow falls
soap,noun,1. a substance that you use with water for washing your body 2. a soap opera (= a story about the lives and problems of a group of people that is broadcast every day or several times a week on television or radio)
soccer,noun,"a game played by two teams of 11 players, using a round ball which players kick up and down the playing field. Teams try to kick the ball into the other team’s goal."
social,adjective,1. connected with activities in which people meet each other for pleasure 2. connected with society and the way it is organized
society,noun,"1. people in general, living together in communities 2. a particular community of people who share the same customs, laws, etc."
sock,noun,"1. a piece of clothing that is worn over the foot, ankle and lower part of the leg, especially inside a shoe 2. a hard hit, especially with the fist"
soft,adjective,1. changing shape easily when pressed; not stiff or hard 2. less hard than average
soldier,noun,"a member of an army, especially one who is not an officer"
solution,noun,1. a way of solving a problem or dealing with a difficult situation 2. an answer to a puzzle or to a problem in mathematics
solve,verb,1. to find a way of dealing with a problem or difficult situation 2. to find the correct answer or explanation for something
somewhere,noun,a place that you do not know or do not mention by name
somewhere,adverb,"1. in, at or to a place that you do not know or do not mention by name 2. to make progress in what you are doing"
song,noun,1. a short piece of music with words that you sing 2. songs in general; music for singing
sort,noun,1. a group or type of people or things that are similar in a particular way 2. a particular type of person
source,noun,"1. a place, person or thing that you get something from 2. a person, book or document that provides information, especially for study, a piece of written work or news"
south-east,noun,the direction or region at an equal distance between south and east
south-east,adjective,1. in or towards the south-east 2. a south-east wind blows from the south-east
south-west,adjective,1. in or towards the south-west 2. a south-west wind blows from the south-west
south-west,noun,the direction or region at an equal distance between south and west
souvenir,noun,"a thing that you buy and/or keep to remind yourself of a place, an occasion or a holiday; something that you bring back for other people when you have been on holiday"
speaker,noun,1. a person who gives a talk or makes a speech 2. a person who speaks a particular language
specific,adjective,1. connected with one particular thing only 2. detailed and exact
speech,noun,1. a formal talk that a person gives to an audience 2. the language used when speaking; the fact of speaking rather than writing
speed,noun,1. the rate at which somebody/something moves or travels 2. the rate at which something happens or is done
spider,noun,a small creature with eight thin legs. Many spiders spin webs to catch insects for food.
spoon,noun,"1. a tool that has a handle with a shallow bowl at the end, used for mixing, serving and eating food 2. the amount that a spoon can hold"
sports,noun,"activity that you do for pleasure and that needs physical effort or skill, usually done in a special area and according to fixed rules"
square,noun,"1. a shape with four straight sides of equal length and four angles of 90°; a piece of something that has this shape 2. an open area in a town, usually with four sides, surrounded by buildings"
square,adjective,1. having four straight equal sides and four angles of 90° 2. forming an angle of 90° exactly or approximately
stage,noun,"1. a period or state that something/somebody passes through while developing or making progress 2. a separate part that a process, etc. is divided into"
stair,noun,1. a set of steps built between two floors inside a building 2. one of the steps in a set of stairs
stamp,noun,1. a small piece of paper with a design on it that you buy and stick on an envelope or a package before you post it 2. a tool for printing the date or a design or mark onto a surface
star,verb,"1. to have one of the main parts in a film, play, etc. 2. if a film, play, etc. stars somebody, that person has one of the main parts"
star,noun,"1. a large ball of burning gas in space that we see as a point of light in the sky at night 2. an object, a decoration, a mark, etc., usually with five or six points, whose shape represents a star"
start,noun,1. the point at which something begins 2. the act or process of beginning something
state,noun,1. a country considered as an organized political community controlled by one government 2. an organized political community forming part of a country
station,noun,1. a place where trains stop so that passengers can get on and off; the buildings connected with this 2. a place where buses stop; the buildings connected with this
stay,noun,"1. a period of staying; a visit 2. a rope or wire that supports a ship’s mast, a pole, etc."
steal,verb,"1. to take something from a person, shop, etc. without permission and without intending to return it or pay for it 2. to move secretly and quietly so that other people do not notice you"
step,noun,"1. one of a series of things that you do in order to achieve something 2. one of a series of things that somebody does or that happen, which forms part of a process"
stick,noun,1. a thin piece of wood that has fallen or been broken from a tree 2. a stick that you carry and use as a support when you are walking
stomach,noun,1. the organ inside the body where food goes when you eat it 2. the front part of the body below the chest
stone,noun,"1. a hard solid mineral substance that is found in the ground, often used for building 2. a small piece of rock of any shape"
store,noun,"1. a large shop that sells many different types of goods 2. a shop, large or small"
storm,noun,"1. very bad weather with strong winds and rain, and often thunder and lightning 2. very bad weather of the type mentioned"
story,noun,"1. a description of events and people that the writer or speaker has invented in order to entertain people 2. the series of events in a book, film, play, etc."
straight,adverb,1. not in a curve or at an angle; in a straight line 2. by a direct route; immediately
straight,adjective,"1. without a bend or curve; going in one direction only 2. positioned in the correct way; level, vertical or parallel to something"
strange,adjective,"1. unusual or surprising, especially in a way that is difficult to understand 2. not familiar because you have not been there before or met the person before"
strategy,noun,1. a plan that is intended to achieve a particular purpose 2. the process of planning something or putting a plan into operation
strawberry,noun,"a soft red fruit with very small yellow seeds on the surface, that grows on a low plant"
stress,noun,1. pressure or worry caused by problems in somebody’s life or by having too much to do 2. physical pressure put on something that can damage it or make it lose its shape
stress,verb,"1. to give extra force to a word or syllable when saying it 2. to emphasize a fact, an idea, etc."
stressed,adjective,1. too anxious and tired to be able to relax 2. pronounced with emphasis
structure,noun,"1. the way in which the parts of something are connected together, arranged or organized; a particular arrangement of parts 2. a thing that is made of several parts, especially a building"
stupid,adjective,1. showing a lack of thought or good judgement 2. not clever or intelligent; slow to learn or understand
style,noun,"1. the particular way in which something is done 2. a particular design of something, especially clothes"
subway,noun,"1. an underground railway system in a city 2. a path that goes under a road, etc. which people can use to cross to the other side"
succeed,verb,"1. to achieve something that you have been trying to do or get; to have the result or effect that was intended 2. to be successful in your job, earning money, power, respect, etc."
successful,adjective,1. achieving your aims or what was intended 2. having become popular and/or made a lot of money
such,noun,1. used to emphasize the great degree of something 2. of the type already mentioned
suddenly,adverb,quickly and unexpectedly
suggest,verb,"1. to put forward an idea or a plan for other people to think about 2. to tell somebody about a suitable person, thing, method, etc. for a particular job or purpose"
suggestion,noun,"1. an idea or a plan that you mention for somebody else to think about 2. a reason to think that something, especially something bad, is true"
suit,noun,"1. a set of clothes made of the same cloth, including a jacket and trousers or a skirt 2. a set of clothing worn for a particular activity"
suitcase,noun,"a case with flat sides and a handle, used for carrying clothes, etc. when you are travelling"
sunglasses,noun,a pair of glasses with dark glass in them that you wear to protect your eyes from bright light from the sun
superlative,adjective,"1. excellent 2. relating to adjectives or adverbs that express the highest degree of something, for example best, worst, slowest and most difficult"
superlative,noun,the form of an adjective or adverb that expresses the highest degree of something
support,verb,1. to help or encourage somebody/something by saying or showing that you agree with them/it 2. to give or be ready to give help to somebody if they need it
support,noun,1. approval that you give to somebody/something because you want them to be successful 2. money or goods that you give to somebody/something in order to help them
suppose,verb,"1. to think or believe that something is true or possible (based on the knowledge that you have) 2. used to make a statement, request or suggestion less direct or less strong"
sure,adverb,1. used to say ‘yes’ to somebody 2. used to emphasize something that you are saying
surname,noun,a name shared by all the members of a family (written last in English names)
surprise,noun,"1. an event, a piece of news, etc. that is unexpected or that happens suddenly 2. a feeling caused by something happening suddenly or unexpectedly"
surprise,verb,"1. to make somebody feel surprised 2. to attack, discover, etc., somebody suddenly and unexpectedly"
surprised,adjective,feeling or showing surprise
surprising,adjective,causing surprise
survey,noun,"1. an investigation of the opinions, behaviour, etc. of a particular group of people, which is usually done by asking them questions 2. the act of examining and recording the measurements, features, etc. of an area of land in order to make a map or plan of it"
sweet,adjective,"1. containing, or tasting as if it contains, a lot of sugar 2. having a pleasant smell"
sweet,noun,"1. a small piece of sweet food, usually made with sugar and/or chocolate and eaten between meals 2. a sweet dish eaten at the end of a meal"
swimmer,noun,a person who can swim; a person who is swimming
syllable,noun,"1. any of the units into which a word is divided, containing a vowel sound and usually one or more consonants 2. using very simple language"
symbol,noun,"1. a person, an object, an event, etc. that represents a more general quality or situation 2. a sign, number, letter, etc. that has a fixed meaning, especially in science, mathematics and music"
system,noun,"1. an organized set of ideas or theories or a particular way of doing something 2. a group of things, pieces of equipment, etc. that are connected or work together"
tablet,noun,"1. a small computer that is easy to carry, with a large touch screen and usually without a physical keyboard 2. a small round solid piece of medicine that you swallow"
tag,noun,"1. a small piece of paper, cloth, plastic, etc. attached to something to identify it or give information about it 2. an electronic device that can be attached to a person, animal or object so that police, researchers, etc. know where the person, etc. is "
take,verb,"1. to carry or move something from one place to another 2. to go with somebody from one place to another, especially to guide or lead them"
talk,noun,1. a speech or lecture on a particular subject 2. a conversation or discussion
target,noun,"1. a result that you try to achieve 2. an object, a person or a place that people aim at when attacking"
task,noun,"1. a piece of work that somebody has to do, especially a hard or unpleasant one 2. an activity that is designed to help achieve a particular learning goal, especially in language teaching"
taste,noun,1. the particular quality that different foods and drinks have that allows you to recognize them when you put them in your mouth 2. the sense you have that allows you to recognize different foods and drinks when you put them in your mouth
taste,verb,1. to have a particular taste 2. having a particular taste
teaching,noun,"1. the work of a teacher 2. the ideas of a particular person or group, especially about politics, religion or society, that are taught to other people"
technology,noun,"1. scientific knowledge used in practical ways in industry, for example in designing new machines 2. machines or equipment designed using technology"
teenage,adjective,between 13 and 19 years old; connected with people of this age
temperature,noun,1. the measurement in degrees of how hot or cold a thing or place is 2. the measurement of how hot somebody’s body is
tennis,noun,a game in which two or four players use rackets to hit a ball backwards and forwards across a net on a specially marked court 
term,noun,"1. a word or phrase used as the name of something, especially one connected with a particular type of language 2. (especially in the UK) one of the three periods in the year during which classes are held in schools, universities, etc."
test,verb,"1. to find out how much somebody knows, or what they can do by asking them questions or giving them activities to perform 2. to perform well/badly in a test of knowledge or ability"
test,noun,"1. an examination of somebody’s knowledge or ability, consisting of questions for them to answer or activities for them to perform 2. a medical examination to discover what is wrong with you or to check the condition of your health"
text,verb,to send somebody a written message using a mobile phone
themselves,noun,1. used when people or animals performing an action are also affected by it 2. used instead of himself or herself to refer to a person whose sex is not mentioned or not known
thick,adjective,1. having a larger distance between opposite sides or surfaces than other similar objects or than normal 2. used to ask about or state the distance between opposite sides or surfaces
thief,noun,1. a person who steals something from another person or place 2. used to say that even criminals have standards of behaviour that they respect
thin,adjective,1. having a smaller distance between opposite sides or surfaces than other similar objects or than normal 2. not covered with much fat or muscle
thinking,noun,1. the process of thinking about something 2. ideas or opinions about something
third,noun,3rd
thought,noun,1. something that you think of or remember 2. a person’s mind and all the ideas that they have in it when they are thinking
through,adverb,1. from one end or side of something to the other 2. from the beginning to the end of a thing or period of time
throw,verb,1. to send something from your hand through the air by moving your hand or arm quickly 2. to put something in a particular place quickly and carelessly
ticket,noun,"1. a printed piece of paper, or a message or image received on your phone or computer, that gives you the right to travel on a particular bus, train, etc. or to go into a theatre, etc. 2. a printed piece of paper with a number or numbers on it, that you buy in order to have the chance of winning a prize if the number or numbers are later chosen"
tidy,adjective,1. arranged neatly and with everything in order 2. keeping things neat and in order
tidy,verb,to make something look neat by putting things in the place where they belong
tie,noun,"1. a long, narrow piece of cloth worn around the neck, especially by men, with a knot in front 2. a piece of string or wire used for fastening or tying something"
tie,verb,"1. to attach or hold two or more things together using string, rope, etc.; to fasten somebody/something with string, rope, etc. 2. to fasten something to or around something else"
tiger,noun,a large wild animal of the cat family that has orange fur with black stripes (= narrow lines) and lives in parts of Asia
time,noun,"1. what is measured in minutes, hours, days, etc. 2. the time shown on a clock in minutes and hours"
timetable,noun,"1. a chart showing the times at which trains, buses and planes leave and arrive 2. a chart or plan of the classes that a student or teacher has in school each week"
tip,noun,"1. a small piece of advice about something practical 2. a secret or expert piece of advice about what the result of a competition, etc. is likely to be, especially about which horse is likely to win a race"
to,preposition,1. in the direction of something; towards something 2. as far as something
to,verb,1. in or into a closed position 2. backwards and forwards
toast,noun,"1. slices of bread that have been made brown and dry by heating them on both sides in a toaster or under a grill 2. the act of a group of people wishing somebody happiness, success, etc. by drinking a glass of something at the same time"
tool,noun,"1. an instrument such as a hammer, screwdriver, saw, etc. that you hold in your hand and use for making things, repairing things, etc. 2. a thing that helps you to do your job or to achieve something"
toothache,noun,a pain in your teeth or in one tooth
top,adjective,"1. highest in position 2. highest in rank, degree or importance"
top,noun,1. the highest part or point of something 2. the upper flat surface of something
touch,verb,1. to put your hand or another part of your body onto somebody/something 2. to be or come so close together that there is no space between
tour,noun,"1. a journey made for pleasure during which several different towns, countries, etc. are visited 2. an act of walking around a town, building, etc. in order to visit it"
tourism,noun,"the business activity connected with providing accommodation, services and entertainment for people who are visiting a place for pleasure"
towards,preposition,1. in the direction of somebody/something 2. getting closer to achieving something
towel,noun,"1. a piece of cloth or paper used for drying things, especially your body 2. to admit that you have been defeated and stop trying"
tower,noun,"1. a tall narrow building or part of a building, especially of a church or castle 2. a tall structure used for sending television or radio signals"
toy,noun,1. an object for children to play with 2. an object that you have for fun or pleasure rather than for a serious purpose
toy,adjective,1. made as a copy of a particular thing and used for playing with 2. of a very small type
track,noun,1. rails (= metal bars) that a train moves along 2. a track with a number at a train station that a train arrives at or leaves from
tradition,noun,"a belief, custom or way of doing something that has existed for a long time among a particular group of people; a set of these beliefs or customs"
traditional,adjective,"1. being part of the beliefs, customs or way of life of a particular group of people, that have not changed for a long time 2. following older methods and ideas rather than modern or different ones"
train,verb,"1. to teach a person or an animal the skills for a particular job or activity; to be taught in this way 2. to prepare yourself for a particular activity, especially a sport, by doing a lot of exercise; to prepare a person or an animal in this way"
trainer,noun,"1. a shoe that you wear for sports or as informal clothing 2. a person who teaches people or animals to perform a particular job or skill well, or to do a particular sport"
training,noun,1. the process of learning the skills that you need to do a job 2. the process of preparing to take part in a sports competition by doing physical exercise
transport,noun,"1. a system for carrying people or goods from one place to another using vehicles, roads, etc. 2. a vehicle or method of travel"
trash,noun,"1. things that you throw away because you no longer want or need them 2. objects, writing, ideas, etc. that you think are of poor quality"
traveller,noun,"1. a person who is travelling or who often travels 2. a person who does not live in one place but travels around, especially as part of a group; a member of the travelling community"
trouble,noun,"1. a problem, worry, difficulty, etc. or a situation causing this 2. a situation in which you can be criticized or punished"
truck,noun,1. a large vehicle for carrying heavy loads by road 2. an open railway vehicle for carrying goods or animals
true,adjective,"1. connected with facts rather than things that have been invented or guessed 2. real or exact, especially when this is different from how something seems"
turn,noun,1. the time when somebody in a group of people should or is allowed to do something 2. a change in direction in a vehicle
twin,noun,1. one of two children born at the same time to the same mother 2. one of two similar things that make a pair
twin,adjective,1. used to describe one of a pair of children who are twins 2. used to describe two things that are used as a pair
typical,adjective,"1. having the usual qualities or features of a particular type of person, thing or group 2. happening in the usual way; showing what something is usually like"
underground,noun,"1. an underground railway system in a city 2. a secret political organization, usually working against the government of a country"
underground,adjective,"1. under the surface of the ground 2. operating secretly and often illegally, especially against a government"
underground,adverb,"1. under the surface of the ground 2. in or into a secret place in order to hide from the police, the government, etc."
understanding,noun,1. the knowledge that somebody has about a particular subject or situation 2. the ability to understand why people behave in a particular way and to forgive them when they do something wrong
unfortunately,adverb,"used to say that a particular situation or fact makes you sad or disappointed, or gets you into a difficult position"
unhappy,adjective,1. not happy; sad 2. not pleased or satisfied with somebody/something
unhealthy,adjective,1. not having good health; showing a lack of good health 2. harmful to your health; likely to make you ill
uniform,noun,"1. the special set of clothes worn by all members of an organization or a group at work, or by children at school 2. the clothes worn by the members of a sports team when they are playing"
unit,noun,"1. a single thing, person or group that is complete by itself but can also form part of something larger 2. a single item of the type of product that a company sells"
united,adjective,1. joined together as a political unit or by shared aims 2. in agreement and working together
unusual,adjective,1. different from what is usual or normal 2. different from other similar things and therefore interesting and attractive
upload,adverb,to send data to another computer
upload,noun,data that has been moved to a larger computer system from a smaller one
upstairs,adjective,on a floor of a house or other building that is higher than the one that you are on
use,noun,1. the act of using something; the state of being used 2. a purpose for which something is used; a way in which something is or can be used
user,noun,1. a person or thing that uses something 2. a person who uses illegal drugs
usual,adjective,"1. that happens or is done most of the time or in most cases 2. what usually happens; what you usually have, especially the drink that you usually have"
vacation,noun,"1. a period of time spent travelling or resting away from home 2. (in the UK) one of the periods of time when universities or courts of law are closed; (in the US) one of the periods of time when schools, colleges, universities or courts of law are closed"
valley,noun,"an area of low land between hills or mountains, often with a river flowing through it; the land that a river flows through"
van,noun,"1. a covered vehicle with no side windows in its back half, usually smaller than a lorry, used for carrying goods or people 2. a covered vehicle with side windows, usually smaller than a lorry, that can carry about twelve passengers"
variety,noun,1. several different sorts of the same thing 2. the quality of not being the same or not doing the same thing all the time
vegetarian,noun,a person who does not eat meat or fish
vegetarian,adjective,1. eating no meat or fish 2. containing or serving no meat or fish
vehicle,noun,"1. a thing that is used for transporting people or goods from one place to another, such as a car or lorry 2. something that can be used to express your ideas or feelings, or as a way of achieving something"
view,noun,"1. what you can see from a particular place or position, especially beautiful countryside 2. used when you are talking about whether you can see something or whether something can be seen in a particular situation"
violin,noun,"a musical instrument with strings, which you hold under your chin and play with a bow"
virus,noun,"1. a living thing, too small to be seen without a microscope, that causes disease in people, animals and plants 2. a disease caused by a virus"
voice,noun,1. the sound or sounds produced through the mouth by a person speaking or singing 2. having a voice of the type mentioned
volleyball,noun,a game in which two teams of six players use their hands to hit a large ball backwards and forwards over a high net while trying not to let the ball touch the ground on their own side
vowel,noun,"1. a speech sound in which the mouth is open and the tongue is not touching the top of the mouth, the teeth, etc., so that the flow of air is not limited, for example /ɑː, e, ɔː/ 2. a letter that represents a vowel sound. In English the vowels are a, e, i, o and u."
wait,noun,"1. an act of waiting; an amount of time waited 2. to hide, waiting to surprise, attack or catch somebody"
walk,verb,"1. to move or go somewhere by putting one foot in front of the other on the ground, but without running 2. to spend time walking for pleasure"
walking,noun,1. the activity of going for walks in the countryside for exercise or pleasure 2. the sport of walking a long distance as fast as possible without running
wallet,noun,"1. a small, flat, folding case made of leather or plastic used for keeping paper money and credit cards in 2. a flat case made of leather, plastic or card for carrying documents in"
war,noun,"1. a situation in which two or more countries or groups of people fight against each other over a period of time 2. a situation in which there is aggressive competition between groups, companies, countries, etc."
wash,noun,"1. an act of cleaning somebody/something using water and usually soap 2. an area of water that has waves and is moving a lot, especially after a boat has moved through it; the sound made by this"
washing,noun,"1. the act of cleaning something using water and usually soap 2. clothes, sheets, etc. that are waiting to be washed, being washed or have just been washed"
wave,noun,"1. a raised line of water that moves across the surface of the sea, ocean, etc. 2. the form that some types of energy such as heat, sound, light, etc. take as they move"
wavy,adjective,having curves; not straight
weak,adjective,1. not physically strong 2. that cannot support a lot of weight; likely to break
web,noun,"1. a system for finding information on the internet, in which documents are connected to other documents  2. a fine net of thread made by a spider to catch insects"
wedding,noun,"a marriage ceremony, and the meal or party that usually follows it"
weight,noun,"1. how heavy somebody/something is, which can be measured in, for example, kilograms or pounds 2. the fact of being heavy"
welcome,noun,"1. something that you do or say to somebody when they arrive, especially something that makes them feel you are happy to see them 2. the way that people react to something, which shows their opinion of it"
wet,adjective,"1. covered with or containing liquid, especially water 2. with rain"
whale,noun,"1. a very large animal that lives in the sea and looks like a very large fish. There are several types of whale, some of which are hunted. 2. to enjoy yourself very much; to have a very good time"
wheel,noun,"1. one of the round objects under a car, bicycle, bus, etc. that turns when it moves 2. the round object used for controlling the direction in which a car, etc. or ship moves"
while,conjunction,1. during the time that something is happening; at the same time as something else is happening 2. used to contrast two things
whole,adjective,1. full; complete 2. used to emphasize how large or important something is
whose,noun,1. used in questions to ask who something belongs to 2. used to say which person or thing you mean
wide,adjective,1. measuring a large distance from one side to the other 2. measuring a particular distance from one side to the other
wild,adjective,1. living or growing in natural conditions; not kept in a house or on a farm 2. in its natural state; not changed by people
wind,noun,air that moves quickly as a result of natural forces
window,noun,"1. an opening in the wall or roof of a building, car, etc., usually covered with glass, that allows light and air to come in and people to see out; the glass in a window 2. the glass at the front of a shop and the area behind it where goods are shown to the public"
windy,adjective,1. with a lot of wind 2. getting a lot of wind
winner,noun,"1. a person, a team, an animal, etc. that wins something 2. a thing or person that is successful or likely to be successful"
wish,noun,"1. used especially in a letter, email or card to say that you hope that somebody will be happy, well or successful 2. an attempt to make something happen by thinking hard about it, especially in stories when it often happens by magic"
wish,verb,1. to want something to happen or to be true even though it is unlikely or impossible 2. to want to do something; to want something to happen
wood,noun,"1. the hard material that the trunk and branches of a tree are made of; this material when it is used to build or make things with, or as a fuel 2. an area of trees, smaller than a forest"
wooden,adjective,"1. made of wood 2. not showing enough natural expression, emotion or movement"
work,noun,1. the job that a person does especially in order to earn money 2. the place where you do your job; the time that you spend there
