english,tag,definition
autism,noun,"a condition affecting brain development that can be severe or mild. People with autism can find it difficult to communicate and form relationships, and may show repeated or limited patterns of thought and behaviour."
autistic,adjective,having autism; connected with autism
autobiographical,adjective,"1. based on the writer's or artist's own experiences 2. being or connected with the story of a person's life, written by that person"
automatic,noun,1. a gun that can fire bullets continuously as long as the trigger is pressed 2. a vehicle with a system of gears that operates without direct action from the driver
autonomy,noun,"1. the freedom for a country, a region or an organization to govern itself independently 2. the ability to act and make decisions without being controlled by anyone else"
autopilot,noun,1. a device in an aircraft or a ship that keeps it on a fixed course without the need for a person to control it 2. to do something without thinking because you have done the same thing many times before
autoplay,noun,a feature that allows a video or audio file to play without the user needing to do anything
avenue,noun,"1. a wide street in a town or city 2. a wide straight road with trees on both sides, especially one leading to a big house 3. a choice or way of making progress towards something"
avert,verb,"1. to prevent something bad or dangerous from happening 2. to turn your eyes, etc. away from something that you do not want to see"
aviation,noun,"the designing, building and flying of aircraft"
avocado,noun,"a tropical fruit with hard, dark green skin and a soft, light green inside part that does not taste sweet and contains a large seed"
